R,G,B
40,41,33
43,43,31
36,35,30
33,37,38
34,44,45
28,39,35
33,35,30
28,19,20
31,18,27
37,31,35
22,27,20
24,39,20
36,18,32
29,17,29
41,38,47
36,35,40
34,30,31
33,24,25
38,29,34
34,27,34
26,21,28
40,38,43
40,40,42
22,26,25
22,27,23
28,25,20
39,26,20
52,29,23
29,30,24
47,27,28
54,22,25
53,35,33
41,44,35
34,37,28
35,26,21
28,18,16
20,27,19
22,44,32
33,50,42
45,49,48
35,35,35
37,38,40
25,24,29
25,18,25
43,26,32
29,20,23
32,30,31
35,31,32
55,43,45
48,33,36
30,21,22
38,38,36
30,32,29
29,25,24
41,32,35
22,20,21
22,31,30
21,36,33
17,27,28
35,39,42
28,30,29
20,24,23
19,25,23
12,18,18
41,42,44
24,19,23
34,25,30
24,18,22
30,30,32
21,25,26
25,26,30
24,22,27
33,31,36
34,35,39
33,41,43
24,34,35
9,16,34
34,37,42
43,44,39
20,20,22
10,15,19
24,35,29
26,37,20
32,35,26
25,22,29
26,22,36
35,33,36
37,36,31
52,43,46
38,25,35
32,20,22
47,37,25
43,22,19
29,31,26
11,34,26
15,34,28
39,31,29
32,8,8
36,20,21
28,33,37
27,42,45
24,33,32
40,35,31
47,39,37
41,45,48
22,35,41
22,34,32
25,33,22
10,37,30
16,29,20
38,35,26
29,22,16
17,17,17
13,19,19
40,45,41
43,39,30
28,17,13
34,28,30
31,34,39
22,34,34
19,34,27
26,37,29
30,39,38
31,38,46
33,43,35
31,34,25
36,39,30
26,37,33
22,38,38
24,36,36
15,20,16
14,16,13
27,33,33
38,42,41
36,36,28
35,31,20
40,41,33
22,31,26
15,25,17
23,29,17
35,38,31
31,36,29
25,32,25
35,44,39
24,35,31
23,34,30
29,38,35
23,29,27
20,24,23
30,32,31
35,37,36
26,30,31
13,21,23
23,32,37
12,25,31
16,31,38
47,34,43
27,25,28
30,36,36
29,38,35
28,32,33
37,45,47
17,37,35
1,30,25
11,32,27
27,25,26
48,25,35
45,19,32
39,26,36
33,32,38
39,43,46
37,38,40
49,32,24
51,31,24
68,39,33
74,39,33
80,41,34
89,48,42
87,49,40
85,52,43
65,41,31
52,38,27
39,32,22
38,35,30
43,39,38
40,35,39
32,25,33
30,23,31
39,32,22
42,29,39
38,23,46
31,27,41
15,26,22
15,27,25
14,23,28
19,24,30
29,35,31
27,29,24
39,35,36
41,37,36
41,46,26
32,46,13
26,35,16
27,29,28
28,27,32
14,37,31
1,37,25
5,22,14
45,31,31
52,27,30
27,13,13
41,43,38
31,36,32
28,28,30
38,38,40
30,28,33
42,31,39
58,38,47
41,21,30
44,29,34
17,33,22
18,25,17
44,47,38
36,39,30
30,31,23
46,38,35
52,38,37
38,22,23
41,31,30
41,33,31
37,29,27
42,37,33
21,24,17
29,40,32
32,45,36
22,32,24
12,42,34
20,47,42
13,34,35
22,37,40
22,37,34
11,29,15
18,41,13
25,47,11
9,23,0
30,32,8
41,37,25
44,41,36
36,36,34
38,37,33
52,38,35
49,28,23
30,14,25
27,24,33
20,25,31
27,26,32
41,35,39
36,36,38
24,33,32
28,34,34
34,29,33
22,16,20
31,33,32
30,36,36
19,19,21
25,16,21
27,25,26
37,46,43
55,18,35
26,7,26
32,31,45
20,23,28
43,40,31
49,41,30
39,31,29
30,27,36
45,38,54
50,34,45
49,28,33
38,26,30
21,20,25
22,23,25
35,25,16
47,24,6
20,25,18
51,35,35
52,23,25
52,32,31
44,37,31
45,38,32
43,28,25
44,34,32
23,35,25
1,29,15
0,19,6
19,32,25
11,17,15
23,27,26
36,31,35
46,31,38
22,11,15
38,34,35
49,47,48
37,26,30
48,29,33
52,29,35
38,26,28
37,37,35
30,39,34
41,47,43
35,41,39
14,25,21
14,33,29
17,38,33
22,34,34
14,15,19
36,25,29
26,35,32
9,28,22
31,42,38
37,33,34
31,22,23
17,16,14
26,26,26
30,28,29
30,32,31
27,36,33
24,28,29
37,28,33
45,28,36
34,29,35
8,22,22
40,14,41
44,27,37
40,30,29
33,27,29
36,29,36
33,32,28
20,29,12
28,42,27
15,29,29
9,18,25
31,37,35
38,43,36
30,36,34
28,31,36
35,35,33
36,33,18
54,34,36
44,41,34
25,38,28
30,40,39
41,36,42
26,16,14
36,38,27
26,43,37
15,34,41
21,28,34
35,32,25
37,35,23
40,44,47
30,36,52
33,32,38
35,25,15
12,35,29
15,20,14
46,33,27
38,27,23
26,30,29
19,31,29
29,34,30
31,22,15
36,23,17
26,24,25
31,42,44
22,34,34
22,24,21
39,34,31
37,35,38
33,37,46
38,40,39
34,30,19
41,37,25
18,29,25
7,28,31
20,36,36
24,27,20
38,37,33
40,43,48
41,42,47
29,18,14
31,17,6
47,44,37
20,32,32
17,29,25
30,34,20
34,40,28
26,34,21
17,27,16
22,35,25
23,36,26
27,40,30
26,36,27
30,33,26
43,40,35
31,26,22
29,24,20
24,23,19
29,34,30
33,45,41
6,27,22
11,36,32
37,26,42
23,24,28
25,35,26
23,33,22
37,39,38
37,37,45
18,31,39
16,38,36
15,35,26
29,30,22
50,36,36
50,32,44
41,33,48
27,27,37
29,30,32
30,27,22
46,41,19
35,35,11
47,45,24
61,48,31
73,45,34
88,51,45
80,51,45
62,45,37
55,42,34
56,41,36
48,33,28
46,35,31
40,37,30
41,40,35
46,35,33
59,37,39
47,38,33
44,30,30
36,25,33
24,31,39
6,27,28
17,33,30
31,33,30
34,34,34
30,35,39
19,22,27
27,16,20
30,12,8
38,34,22
28,41,24
18,31,21
15,21,19
35,33,36
25,48,42
8,46,33
7,31,18
40,39,35
35,30,26
5,10,3
26,37,29
35,34,32
50,38,42
44,31,38
44,35,40
41,28,35
40,19,28
49,32,38
50,41,44
22,36,21
34,35,27
46,41,38
42,44,43
30,39,36
36,35,33
60,46,45
34,23,19
36,37,29
31,34,27
32,26,26
40,29,35
14,14,16
26,39,32
34,45,37
30,31,23
8,28,35
17,34,41
19,30,34
34,46,44
23,38,31
23,39,26
20,34,17
32,41,24
40,44,27
35,40,20
28,33,13
25,28,11
26,24,11
34,25,16
45,34,30
52,41,37
32,34,31
24,31,23
26,27,21
42,27,30
47,25,37
31,26,32
14,31,25
9,25,12
23,23,11
25,14,10
50,45,41
36,37,29
27,24,15
22,15,7
33,33,31
24,38,38
54,23,31
40,30,38
19,34,39
14,29,32
40,41,43
38,32,34
41,41,43
28,37,42
32,40,43
40,30,31
42,22,21
43,34,29
25,36,30
26,41,34
37,36,31
56,37,31
32,44,34
43,40,35
33,22,20
37,32,26
45,48,39
51,51,43
41,32,27
20,17,10
22,34,24
26,44,32
20,30,22
39,38,34
32,26,26
44,38,40
48,33,38
43,16,25
31,27,28
47,49,48
56,62,60
37,37,37
35,25,26
45,33,35
38,32,32
25,30,26
26,35,30
34,39,35
32,32,32
34,38,37
32,44,42
13,28,25
25,34,33
24,23,28
33,22,26
33,35,34
33,42,37
40,40,38
47,42,39
27,34,27
21,41,30
33,53,42
37,42,36
23,22,18
25,31,27
31,42,36
32,28,29
40,19,28
45,24,33
29,16,23
47,7,34
47,26,35
45,42,37
31,30,28
46,33,40
51,33,33
46,40,28
26,38,24
14,33,29
12,26,29
33,39,37
30,37,29
15,27,23
22,38,37
28,43,36
18,31,13
46,35,33
40,39,34
23,29,25
29,33,34
25,25,25
28,31,24
23,36,26
10,30,28
12,30,34
20,25,29
39,36,31
35,35,27
27,31,34
25,27,40
42,32,40
47,26,23
22,38,35
21,17,14
39,20,16
38,24,21
29,35,33
20,36,33
36,41,37
44,33,27
44,33,27
26,31,27
22,40,40
25,35,36
41,31,30
56,36,37
44,32,36
34,37,44
39,40,32
35,38,31
40,41,36
30,30,28
24,22,23
26,24,27
25,24,29
34,34,36
25,23,24
33,32,30
34,35,30
35,36,31
38,39,34
22,21,16
35,34,30
40,39,37
31,37,23
29,35,21
23,29,17
19,25,13
26,34,21
35,43,30
25,36,22
22,33,19
39,50,34
32,43,27
25,36,22
22,30,17
27,35,24
27,32,25
18,20,15
31,33,28
34,31,40
32,38,38
25,36,30
17,27,19
43,43,43
31,28,35
12,17,23
22,36,36
36,51,44
33,38,32
37,31,31
31,25,29
26,27,32
20,23,28
27,27,27
30,22,20
42,41,13
33,37,10
37,42,19
48,43,24
61,38,32
69,39,39
61,40,39
43,35,33
43,39,38
46,37,38
37,25,25
43,35,33
28,31,22
35,38,27
38,31,23
60,41,35
58,41,34
47,33,20
39,40,26
30,49,45
10,31,34
27,33,31
47,39,28
43,38,34
20,29,38
18,30,44
38,33,39
41,22,18
43,27,28
24,27,34
15,30,37
15,35,34
31,32,34
14,25,21
22,39,31
27,40,31
21,31,22
19,32,22
9,29,17
13,29,19
33,29,28
44,23,30
34,8,19
46,31,38
43,41,44
29,31,30
41,40,38
37,31,31
31,35,21
43,34,29
44,32,36
37,36,41
30,42,42
25,31,29
39,38,33
25,27,16
27,41,26
27,43,32
28,29,31
38,28,37
40,37,44
24,30,30
17,18,13
46,33,27
19,14,21
26,21,25
36,35,31
25,28,19
21,26,19
38,42,41
31,30,38
28,24,38
24,21,32
28,26,29
44,44,34
46,43,24
49,43,21
51,44,25
29,28,10
19,21,7
31,54,38
24,36,16
37,28,13
58,32,31
46,23,33
32,27,34
25,41,31
8,27,5
20,28,4
45,38,22
53,40,32
24,14,4
40,35,16
43,44,26
37,44,36
20,31,33
40,24,27
38,43,37
9,35,22
13,33,31
28,30,43
26,17,38
28,28,38
15,30,25
15,31,18
39,42,33
42,35,29
35,38,27
23,45,24
30,53,33
41,41,39
63,41,54
27,34,26
36,39,32
40,43,36
27,39,29
17,35,23
19,31,21
34,39,32
27,32,25
32,42,33
51,54,47
46,34,34
56,34,37
43,24,28
39,27,29
48,27,32
62,30,41
45,43,44
28,34,32
28,43,38
31,46,41
29,35,31
39,41,38
37,42,38
24,30,26
17,19,16
31,20,24
62,43,49
50,33,39
38,32,36
32,32,34
28,26,29
36,30,34
26,30,29
41,41,41
49,43,43
41,33,31
39,40,35
27,43,32
20,44,28
24,45,30
38,44,34
20,17,12
21,20,15
34,39,33
29,29,27
34,23,27
54,28,39
63,31,44
36,17,36
31,27,28
36,43,35
34,36,31
38,26,28
49,29,28
60,47,38
41,43,32
24,30,30
32,33,38
31,27,28
26,27,22
28,40,36
17,37,35
6,27,18
27,44,26
27,30,13
22,26,25
24,29,35
27,33,31
25,29,15
34,40,28
17,27,28
12,23,29
33,43,44
20,22,17
37,33,30
44,39,45
28,27,33
19,19,21
38,29,32
41,25,28
32,38,38
41,33,31
41,23,19
35,26,21
22,28,26
16,28,26
44,46,43
49,38,32
39,32,24
30,39,34
20,38,38
32,37,40
55,36,38
56,27,31
45,26,32
45,39,49
46,47,31
38,44,40
25,30,34
35,25,26
43,22,21
36,19,25
31,27,41
25,23,34
22,17,13
34,31,22
26,37,33
19,35,35
33,35,32
39,26,18
49,35,34
41,36,43
35,41,29
37,43,31
36,38,27
27,29,18
34,36,25
33,36,25
19,27,14
12,29,11
13,34,15
29,54,33
20,43,23
12,29,13
24,32,19
32,29,22
42,28,25
40,22,22
37,39,36
30,39,38
28,39,41
22,29,35
38,36,41
30,24,24
23,22,18
27,33,29
26,34,36
30,33,38
32,31,36
17,22,18
20,30,21
32,39,31
41,39,40
34,21,30
41,40,20
48,49,31
47,45,32
43,34,27
43,27,28
42,23,29
44,28,38
47,40,48
37,36,44
26,26,34
16,19,24
25,31,31
32,41,38
30,37,30
26,29,22
34,31,26
50,28,14
41,29,15
38,41,30
36,51,44
20,31,27
32,27,24
47,29,27
42,32,33
18,25,31
18,32,41
37,42,48
39,28,32
29,16,23
16,15,23
8,25,33
13,40,49
20,31,27
18,18,18
35,29,29
38,37,33
26,33,25
24,34,23
26,36,27
28,35,28
26,31,27
21,15,17
34,19,24
38,29,32
24,36,32
15,36,29
19,25,21
36,22,22
30,23,15
27,17,15
37,28,33
26,25,33
28,35,41
24,34,33
16,26,17
21,33,19
20,38,22
23,39,29
30,35,38
31,28,39
42,39,50
32,27,33
25,16,17
40,26,23
61,37,27
42,30,18
55,56,42
24,30,20
33,35,34
41,38,47
41,34,52
38,33,55
31,28,47
24,15,32
43,30,39
46,30,30
42,32,22
45,42,23
29,35,9
30,41,11
17,41,28
25,29,15
47,30,22
57,39,39
32,21,35
23,21,35
45,45,47
35,37,24
30,33,14
40,33,23
40,24,24
38,24,21
36,40,25
38,52,35
33,42,41
32,25,43
27,19,30
25,31,27
20,36,23
20,31,25
35,27,40
44,25,45
31,20,28
26,29,20
26,37,23
33,38,34
29,30,34
28,37,32
29,46,28
30,42,22
38,28,26
62,30,45
38,30,28
27,23,20
23,25,20
13,24,16
16,29,20
24,34,26
45,52,45
32,42,34
22,32,24
31,30,26
37,18,20
52,29,35
45,33,35
26,22,21
29,19,20
59,36,42
46,40,42
26,30,29
25,40,35
38,53,48
34,43,38
46,51,47
47,52,48
34,39,35
27,23,24
41,22,28
60,30,40
50,23,32
42,25,33
35,26,31
35,24,30
29,14,21
10,33,25
36,47,43
42,42,40
35,37,32
23,30,22
36,37,29
28,21,15
30,23,15
33,30,21
30,30,22
29,21,18
40,28,28
38,34,33
32,32,32
31,25,29
51,31,40
22,40,42
10,25,20
13,23,14
44,45,40
33,29,26
39,39,31
43,45,32
37,37,29
34,23,27
41,23,35
37,22,29
32,31,29
29,41,39
22,38,37
14,23,18
35,38,27
36,45,24
21,31,30
35,45,54
27,39,35
36,45,26
37,39,28
30,27,36
38,36,49
48,50,49
19,20,12
23,22,20
36,28,39
39,32,40
39,35,34
37,36,34
12,10,13
38,33,37
54,46,44
45,36,29
37,34,27
32,34,33
29,33,34
45,41,38
27,20,12
30,30,20
29,40,34
22,34,34
33,31,34
55,35,37
54,25,29
45,22,30
51,39,51
50,43,35
46,43,38
27,23,22
33,24,25
38,26,30
36,25,33
46,40,50
40,35,42
40,34,36
33,29,28
12,12,12
15,16,18
40,39,37
39,34,31
28,19,20
38,33,37
39,46,39
36,43,36
30,35,29
26,31,25
31,36,29
22,27,20
23,31,20
32,40,29
33,43,32
37,47,36
18,26,15
19,25,15
39,42,33
40,40,32
49,44,38
36,28,25
31,34,27
15,24,21
24,33,40
27,34,44
25,23,28
36,28,26
49,42,36
38,34,31
26,25,30
28,28,38
32,36,39
21,31,23
22,36,19
28,36,23
39,35,34
36,20,30
30,35,28
50,46,43
50,38,40
44,31,38
41,34,41
35,29,39
39,31,44
50,39,55
42,38,53
19,27,38
16,33,40
12,27,32
42,47,53
30,31,36
35,38,43
32,40,42
40,23,7
35,27,25
26,25,33
33,31,36
36,26,24
39,25,25
34,21,30
39,32,39
40,40,40
27,36,33
28,39,43
28,37,42
21,26,22
25,31,21
21,35,35
19,43,55
31,43,39
41,40,38
49,39,38
45,40,36
41,41,33
37,30,24
35,21,20
36,33,28
26,39,32
11,28,20
40,46,44
32,34,33
12,24,20
11,31,22
8,15,8
34,20,20
38,33,27
28,29,24
36,40,41
31,32,37
34,33,39
25,29,30
14,25,17
19,31,19
25,31,21
23,25,20
34,38,41
24,29,35
25,24,32
39,32,40
38,32,34
20,19,15
55,31,7
26,24,1
33,54,35
27,53,42
34,45,47
30,30,38
21,22,27
18,28,29
29,37,40
24,16,27
45,20,41
55,26,48
41,25,36
31,30,26
28,35,17
32,40,16
21,32,34
40,36,37
50,36,36
47,42,48
21,27,39
18,17,35
46,32,45
49,30,32
44,33,29
32,23,24
40,29,35
49,44,48
25,38,31
9,28,22
23,26,35
41,18,47
28,22,36
29,28,36
46,46,46
35,31,28
44,30,29
53,33,32
49,29,28
56,42,41
38,32,32
17,16,21
14,17,22
30,35,38
41,46,42
36,31,25
46,25,20
63,29,28
33,16,22
36,25,29
35,31,32
36,35,33
38,32,32
37,28,29
37,36,34
25,34,29
24,39,32
29,35,31
37,31,31
30,24,24
29,34,30
32,38,34
39,35,36
47,30,36
56,44,48
56,52,53
57,57,57
65,63,64
62,50,52
65,49,52
55,44,48
42,38,39
45,39,41
32,17,22
26,5,12
47,28,34
47,36,42
23,17,21
42,29,36
49,28,37
0,30,22
10,29,23
31,46,39
13,29,19
38,48,39
46,28,26
61,22,25
56,22,23
36,27,20
40,41,33
42,32,30
50,30,32
43,31,33
32,36,35
14,24,23
19,23,24
12,44,41
21,40,36
20,25,19
36,37,32
19,29,20
32,50,36
31,48,32
21,24,17
40,27,34
39,23,34
42,32,40
41,39,42
28,29,33
41,39,44
42,33,36
36,25,23
41,47,33
28,39,33
27,43,42
16,33,27
30,40,29
34,31,24
35,23,27
43,33,44
34,33,39
19,25,21
20,25,19
28,22,24
48,32,43
53,41,51
39,39,39
6,17,9
39,28,36
39,38,34
28,34,22
27,35,24
37,35,36
48,39,44
50,40,39
30,27,18
33,39,27
27,36,31
34,35,39
36,25,31
49,30,32
59,37,39
51,32,38
59,41,55
50,40,41
56,38,34
46,29,22
36,34,35
29,38,47
28,33,39
41,35,35
38,29,30
29,26,35
31,28,39
39,24,27
47,28,24
39,30,31
26,31,37
5,10,14
33,32,28
34,39,42
30,38,40
20,30,29
17,29,25
22,35,28
14,23,18
34,39,33
47,46,42
56,48,46
52,40,40
46,32,32
45,35,34
42,38,35
20,25,19
28,39,31
31,47,37
30,30,30
24,28,29
23,32,31
24,32,34
18,18,20
37,28,31
51,39,41
41,29,33
49,40,43
36,32,33
30,32,31
17,28,20
15,28,18
16,23,15
33,30,25
43,29,29
18,29,31
32,33,38
37,27,36
40,32,43
36,39,46
29,36,42
32,32,42
30,22,35
40,36,50
26,35,44
21,38,45
12,25,33
37,35,48
37,26,42
48,42,56
46,48,60
46,35,29
40,37,44
19,15,32
30,11,30
51,25,36
48,31,37
28,26,31
41,40,45
43,37,39
27,23,24
16,28,26
17,43,34
14,35,18
32,41,24
26,36,28
18,36,40
36,32,31
30,26,25
37,38,33
40,43,36
31,31,23
32,21,17
38,20,20
30,22,19
14,27,18
0,19,10
27,39,35
31,31,31
32,31,29
46,48,45
32,34,29
33,34,28
33,35,32
28,40,36
25,41,38
33,37,38
35,29,33
21,19,20
28,34,30
21,26,20
34,25,26
33,22,26
34,34,36
24,32,34
31,32,37
41,34,41
26,24,27
10,20,19
39,21,9
22,35,17
12,54,32
27,70,51
22,45,35
38,45,38
26,36,27
21,44,28
17,37,25
36,32,33
59,31,46
61,28,49
37,20,38
29,27,38
34,35,40
19,17,20
20,28,30
34,34,36
26,22,23
28,28,30
32,33,38
30,25,32
41,26,33
38,19,23
29,17,17
38,29,30
42,36,40
28,26,29
32,38,38
11,21,20
27,27,35
47,34,51
45,43,46
31,28,37
31,28,39
15,13,16
34,31,22
41,35,21
44,31,25
38,21,29
41,28,37
20,19,17
27,34,26
36,43,36
37,37,39
34,25,30
48,30,30
46,26,15
33,24,29
39,37,40
30,30,32
41,35,39
51,31,40
51,30,39
36,27,30
26,35,32
20,39,33
10,22,18
31,35,34
27,33,31
23,34,30
25,31,29
44,33,37
62,35,44
55,36,40
58,43,46
55,43,45
81,58,64
89,56,67
78,40,53
54,27,36
49,37,41
45,41,42
36,32,33
43,39,40
24,22,23
17,21,22
32,33,35
51,40,46
60,39,48
25,44,40
16,28,26
20,29,26
22,28,24
50,49,45
57,41,41
52,23,25
46,25,24
44,37,31
39,40,32
42,39,34
48,38,37
34,25,26
38,36,37
34,35,37
25,26,30
32,46,49
35,43,45
32,34,33
29,39,31
16,34,22
6,27,12
25,37,25
38,39,34
41,41,43
37,45,48
36,46,48
43,42,48
47,31,42
61,37,50
47,32,37
38,34,33
45,35,34
45,46,38
23,36,26
18,34,31
27,37,36
45,40,36
40,26,23
35,26,31
13,17,28
17,35,37
33,47,34
40,37,28
52,30,42
39,17,40
31,28,35
33,50,32
34,21,30
23,28,22
22,40,24
28,44,31
40,36,37
47,27,36
37,21,22
31,31,21
26,37,23
21,26,22
44,37,44
34,19,26
30,16,15
50,39,35
47,35,37
61,43,55
61,51,50
49,34,29
34,19,14
22,18,19
24,28,37
36,37,42
41,37,38
40,34,36
31,30,38
42,39,48
58,48,49
44,30,29
13,7,9
37,40,47
27,30,35
29,29,27
25,29,38
32,39,47
26,33,39
20,30,31
22,32,31
14,20,18
35,37,36
33,31,32
27,21,23
34,23,27
49,38,44
45,36,39
35,31,32
19,21,18
28,34,30
37,47,39
26,18,29
40,40,42
24,29,22
17,24,16
24,26,23
41,34,42
47,30,46
55,35,46
39,23,24
36,27,20
35,35,27
24,30,26
25,33,35
30,34,33
39,36,29
32,24,13
21,35,38
27,34,40
33,34,39
39,40,45
29,34,37
23,31,33
31,35,36
20,20,22
27,28,30
27,32,35
15,23,26
17,20,25
28,20,31
47,33,48
45,31,48
44,31,48
33,27,31
39,41,40
23,24,28
34,19,38
45,20,42
46,30,40
40,40,32
41,42,36
33,23,32
33,25,38
27,38,32
5,29,7
21,35,18
26,28,25
31,35,36
17,32,29
50,31,35
41,37,34
25,35,26
18,30,20
17,23,13
35,38,29
20,23,16
35,36,31
39,38,36
34,34,32
25,25,25
42,38,39
32,17,20
31,15,16
36,35,30
22,35,25
31,32,36
15,30,27
7,24,18
33,38,34
49,43,43
28,27,25
14,20,18
22,26,27
29,18,24
30,17,24
40,40,40
27,36,33
31,33,32
31,22,27
24,21,28
22,31,36
47,27,38
25,36,32
14,53,34
16,56,30
39,57,35
42,40,27
33,36,25
12,32,20
10,30,19
29,30,25
54,32,35
56,29,36
32,19,28
20,18,31
19,14,36
18,5,33
29,35,31
17,28,22
21,27,23
32,27,23
44,29,22
39,25,16
29,22,12
31,28,21
45,40,36
39,34,30
19,19,11
39,38,34
42,33,34
30,21,24
29,29,27
28,41,31
43,45,34
44,46,45
21,26,32
13,24,28
18,33,28
21,32,24
36,38,37
46,39,46
47,41,43
39,39,27
29,39,15
27,38,21
40,46,42
26,27,32
29,29,31
42,41,37
34,33,38
34,42,44
20,32,32
20,21,25
42,29,38
38,21,31
17,12,18
22,34,34
25,41,40
26,35,34
37,38,40
48,49,51
31,35,36
39,34,38
56,36,45
71,37,51
51,32,36
50,35,38
63,48,51
75,52,58
80,44,56
81,43,56
58,31,40
47,36,40
35,35,35
44,44,44
36,36,36
12,16,15
14,23,22
27,33,33
49,43,47
42,25,33
37,35,40
37,35,38
30,21,26
48,33,38
51,36,39
31,30,26
28,40,30
12,24,14
31,34,27
29,28,23
25,32,25
8,19,13
27,31,30
41,30,34
35,14,23
42,19,29
36,28,39
19,16,23
29,33,34
39,52,45
36,52,41
23,30,22
35,30,27
44,35,38
26,32,32
15,37,35
14,35,38
46,49,58
73,52,67
65,41,54
44,39,43
12,31,27
52,30,33
61,52,47
25,30,23
15,27,25
17,26,25
32,31,26
59,52,46
21,21,23
19,32,40
25,49,49
26,47,32
31,31,21
49,27,39
58,34,58
45,35,44
25,36,20
22,15,22
35,46,38
23,50,31
17,38,23
46,40,42
50,27,37
47,27,29
27,24,15
22,30,17
31,31,29
28,17,25
52,37,44
49,39,37
40,35,29
45,39,39
49,37,47
46,39,29
23,22,18
23,23,25
39,28,32
41,25,26
46,33,42
28,24,38
31,31,41
36,34,35
51,52,47
26,35,34
12,23,25
29,33,34
21,16,13
30,21,24
31,28,37
32,36,47
26,29,38
27,27,35
19,18,23
36,36,38
31,31,31
31,33,30
18,24,22
7,16,13
27,37,36
25,34,33
43,47,48
36,36,36
33,24,25
27,15,15
49,33,33
32,20,32
49,43,45
35,36,30
34,42,31
30,36,32
16,13,20
35,21,36
52,30,42
56,34,37
49,34,29
37,32,26
34,34,32
40,44,45
44,44,44
37,34,27
30,27,12
36,34,35
35,39,38
24,30,28
28,33,29
38,37,33
38,34,31
34,37,30
22,32,23
13,23,14
25,27,22
22,21,17
38,37,35
41,41,41
35,33,36
32,23,28
47,31,41
36,28,25
28,34,22
29,42,32
32,40,43
28,25,36
37,27,28
50,44,32
35,31,22
32,29,38
33,35,48
32,38,38
26,28,17
45,37,35
41,29,43
29,27,41
14,25,31
38,24,24
40,36,33
27,32,25
18,19,13
24,25,17
37,49,37
20,42,29
20,30,22
51,39,41
53,34,40
39,30,33
38,38,38
38,28,29
32,13,15
37,29,26
22,32,23
34,31,42
31,35,38
20,26,22
29,34,27
36,39,30
32,37,31
25,35,34
30,38,41
34,35,40
31,31,33
34,36,33
28,33,26
43,42,38
43,34,37
41,31,42
51,45,59
58,34,50
36,29,36
26,37,29
30,41,27
47,38,29
44,23,22
44,28,31
41,41,43
26,34,36
21,23,22
36,26,25
47,33,32
37,29,27
22,17,23
26,18,33
33,19,42
18,18,16
18,30,28
22,36,36
47,46,41
61,42,28
50,31,14
43,37,21
37,37,29
36,30,30
34,31,26
16,22,12
16,18,13
50,37,44
46,26,35
43,40,35
14,36,13
37,29,27
33,35,30
18,31,24
8,27,23
13,28,31
25,36,40
32,38,38
25,27,22
37,37,27
51,47,36
34,32,20
16,19,8
35,47,35
27,40,31
20,28,30
32,32,42
40,29,37
24,28,31
24,35,37
34,39,43
34,29,36
23,18,25
16,24,27
27,43,43
19,31,31
26,25,30
30,23,30
32,27,33
30,29,34
47,42,46
57,44,51
58,38,47
41,26,29
44,35,36
45,41,40
51,42,43
56,39,45
61,42,48
47,36,40
54,54,54
40,42,41
32,30,31
42,36,40
22,20,23
24,28,27
32,38,36
33,33,33
44,33,37
59,43,53
38,29,34
21,10,16
52,29,37
38,15,23
25,25,23
17,39,27
15,37,25
18,23,17
19,20,15
25,38,31
17,38,29
33,42,39
38,23,28
38,10,22
58,30,42
28,25,32
23,20,29
28,27,33
33,35,32
23,24,18
24,19,15
34,22,26
38,25,32
28,23,27
32,37,41
31,40,49
53,57,69
55,55,65
56,60,63
35,51,48
18,45,40
60,35,31
46,30,33
37,32,38
24,28,27
40,46,36
31,32,24
37,35,36
33,38,44
29,45,45
14,37,27
11,28,18
24,24,24
41,28,38
41,23,35
34,23,27
29,28,24
17,22,25
29,46,36
16,43,24
16,34,20
30,28,29
40,20,29
38,18,20
27,18,9
34,36,25
39,38,34
31,22,27
37,26,30
40,32,29
36,36,28
33,33,31
48,47,52
44,40,28
37,42,38
32,35,40
39,28,32
59,39,40
35,22,29
32,31,45
23,26,35
34,34,32
31,34,27
4,18,18
8,27,31
28,37,36
33,26,20
33,24,25
33,31,42
16,19,28
29,29,37
34,33,38
27,25,26
41,37,34
29,28,23
28,31,24
32,39,32
26,37,31
33,48,43
36,48,44
43,52,49
21,21,19
32,24,21
44,29,26
47,28,24
56,44,46
54,45,48
37,32,36
30,34,35
33,42,41
30,32,31
31,22,25
40,19,26
60,34,45
55,35,44
38,27,31
26,22,19
29,28,23
40,37,30
39,39,31
37,36,31
43,22,21
47,36,32
36,36,28
38,33,27
47,33,30
46,31,28
36,31,27
16,26,17
22,34,24
20,23,16
29,26,21
38,39,33
34,46,36
17,33,22
23,28,21
43,38,34
33,28,8
34,38,24
25,45,36
7,37,25
13,35,22
21,23,12
39,25,22
27,17,16
22,28,26
29,39,40
40,34,44
46,22,36
58,28,40
45,25,36
25,21,38
14,20,44
27,29,24
31,30,26
34,23,21
42,24,24
45,34,30
29,35,25
19,35,24
20,25,19
40,30,31
54,42,46
41,43,42
21,33,29
26,32,28
27,19,17
44,33,31
42,34,31
36,32,46
38,33,40
23,19,16
21,27,15
21,33,19
26,38,28
26,35,34
25,33,36
24,35,37
6,18,16
38,43,37
52,49,42
31,28,21
32,28,29
58,46,58
63,44,64
61,41,43
53,37,40
51,38,45
53,33,44
61,33,48
62,28,45
63,32,47
53,37,47
30,30,32
22,28,28
30,34,35
27,27,29
35,31,30
40,35,31
54,45,38
47,37,28
32,18,31
27,31,43
13,30,40
35,47,47
46,44,31
46,33,17
53,36,29
37,20,28
31,17,30
39,38,43
17,29,25
12,24,24
25,21,36
34,19,38
32,23,28
18,22,8
46,24,45
26,21,25
19,33,20
22,36,23
29,29,29
40,30,38
43,35,32
37,38,24
43,41,28
36,24,26
47,29,43
23,16,23
26,36,27
41,55,40
32,32,30
40,24,35
